embranchement,nom_vernaculaire,nom_scientifique,regions
Poissons cartilagineux,Requin dormeur taureau,Heterodontus portusjacksoni,"atlantique,mediterranee"
Poissons cartilagineux,Requin griset,Hexanchus griseus,mediterranee
Poissons cartilagineux,Pastenague léopard,Himantura uarnak,"atlantique,mediterranee"
Poissons cartilagineux,Chimère tachetée,Hydrolagus colliei,mediterranee
Poissons cartilagineux,Pastenague américaine,Hypanus americanus,"atlantique,mediterranee"
Poissons cartilagineux,Pastenague queue longue,Hypanus longus,mediterranee
Poissons cartilagineux,Requin mako,Isurus oxyrinchus,mediterranee
Poissons cartilagineux,Requin-taupe commun,Lamna nasus,atlantique
Poissons cartilagineux,Raie fleurie,Leucoraja naevus,"atlantique,mediterranee"
Poissons cartilagineux,Raie manta de récif,Mobula alfredi,"indo-pacifique,mer-rouge,ocean-indien,pacifique"
Poissons cartilagineux,Raie manta océanique,Mobula birostris,"atlantique,caraibes,indo-pacifique,mer-rouge,ocean-indien,pacifique"
Poissons cartilagineux,Diable de mer méditerranéen,Mobula mobular,mediterranee
Poissons cartilagineux,Émissole tachetée,Mustelus asterias,atlantique
Poissons cartilagineux,Mustelus californicus,Mustelus californicus,mediterranee
Poissons cartilagineux,Émissole lisse,Mustelus mustelus,"atlantique,mediterranee"
Poissons cartilagineux,Aigle commun,Myliobatis aquila,"atlantique,mediterranee"
Poissons cartilagineux,Requin limon faucille,Negaprion acutidens,atlantique
Poissons cartilagineux,Requin-tapis tacheté,Orectolobus maculatus,mediterranee
Poissons cartilagineux,Centrine commune,Oxynotus centrina,mediterranee
Poissons cartilagineux,Raie fouet,Pateobatis fai,mediterranee
Poissons cartilagineux,Poroderma africanum,Poroderma africanum,atlantique
Poissons cartilagineux,Potamotrygon jabuti,Potamotrygon jabuti,mediterranee
Poissons cartilagineux,Potamotrygon leopoldi,Potamotrygon leopoldi,mediterranee
Poissons cartilagineux,Potamotrygon motoro,Potamotrygon motoro,"atlantique,mediterranee"
Poissons cartilagineux,Requin peau bleue,Prionace glauca,"atlantique,mediterranee"
Poissons cartilagineux,Poisson-scie tident,Pristis pectinata,atlantique
Poissons cartilagineux,Poisson-scie commun,Pristis pristis,"atlantique,mediterranee"
Poissons cartilagineux,Raie-guitare spatule,Pseudobatos productus,"atlantique,mediterranee"
Poissons cartilagineux,Pastenague violette,Pteroplatytrygon violacea,"atlantique,mediterranee"
Poissons cartilagineux,Raie étoilée,Raja asterias,mediterranee
Poissons cartilagineux,Raie lisse,Raja brachyura,"atlantique,mediterranee"
Poissons cartilagineux,Raie bouclée,Raja clavata,"atlantique,mediterranee"
Poissons cartilagineux,Raie mêlée,Raja microocellata,atlantique
Poissons cartilagineux,Raie miroir,Raja miraletus,mediterranee
Poissons cartilagineux,Raie douce,Raja montagui,"atlantique,mediterranee"
Poissons cartilagineux,Raja ocellifera,Raja ocellifera,mediterranee
Poissons cartilagineux,Raie tachetée,Raja polystigma,mediterranee
Poissons cartilagineux,Raie-râpe,Raja radula,mediterranee
Poissons cartilagineux,Raie brunette,Raja undulata,"atlantique,mediterranee"
Poissons cartilagineux,Raie guitare à bouche arquée,Rhina ancylostomus,atlantique
Poissons cartilagineux,Requin-baleine,Rhincodon typus,"atlantique,caraibes,indo-pacifique,mer-rouge,ocean-indien,pacifique"
Poissons cartilagineux,Poisson-guitare commun,Rhinobatos rhinobatos,mediterranee
Poissons cartilagineux,Mourine américaine,Rhinoptera bonasus,atlantique
Poissons cartilagineux,Mourine lusitanienne,Rhinoptera marginata,mediterranee
Poissons cartilagineux,Rhinoptera steindachneri,Rhinoptera steindachneri,mediterranee
Poissons cartilagineux,raie guitare,Rhynchobatus australiae,mediterranee
Poissons cartilagineux,Raie blanche,Rostroraja alba,mediterranee
Poissons cartilagineux,Petite roussette,Scyliorhinus canicula,"atlantique,mediterranee"
Poissons cartilagineux,Grande roussette,Scyliorhinus stellaris,"atlantique,mediterranee"
Poissons cartilagineux,Squale-grogneur commun,Scymnodon ringens,atlantique
Poissons cartilagineux,Requin-marteau halicorne,Sphyrna lewini,atlantique
Poissons cartilagineux,Requin-marteau tiburo,Sphyrna tiburo,atlantique
Poissons cartilagineux,Requin-marteau commun,Sphyrna zygaena,atlantique
Poissons cartilagineux,aiguillat commun,Squalus acanthias,"atlantique,mediterranee"
Poissons cartilagineux,Aiguillat-coq,Squalus blainville,mediterranee
Poissons cartilagineux,Ange de mer,Squatina squatina,"atlantique,mediterranee"
Poissons cartilagineux,Requin zèbre,Stegostoma tigrinum,"atlantique,mediterranee"
Poissons cartilagineux,Pastenague chupare,Styracura schmardae,mediterranee
Poissons cartilagineux,Raie pastenague à taches bleues,Taeniura lymma,atlantique
Poissons cartilagineux,Torpille marbrée,Torpedo marmorata,"atlantique,mediterranee"
Poissons cartilagineux,Torpille ocellée,Torpedo torpedo,mediterranee
Poissons cartilagineux,Requin-corail,Triaenodon obesus,"atlantique,mediterranee"
Poissons cartilagineux,Requin léopard,Triakis semifasciata,"atlantique,mediterranee"
Poissons cartilagineux,Raie guitare australienne,Trygonorrhina dumerilii,mediterranee
Poissons cartilagineux,Trygonorrhina fasciata,Trygonorrhina fasciata,mediterranee
Poissons cartilagineux,Pastenague jamaïcaine,Urobatis jamaicensis,"atlantique,mediterranee"
Poissons osseux,Sergent-major des Caraïbes,Abudefduf saxatilis,"atlantique,mediterranee"
Poissons osseux,Sergent-major à queue en ciseaux,Abudefduf sexfasciatus,mediterranee
Poissons osseux,Sergent-major Indo-Pacifique,Abudefduf vaigiensis,"atlantique,mediterranee"
Poissons osseux,Chirurgien à tache rouge,Acanthurus achilles,"atlantique,mediterranee"
Poissons osseux,Chirurgien rayé,Acanthurus chirurgus,atlantique
Poissons osseux,Chirurgien bleu,Acanthurus coeruleus,"atlantique,mediterranee"
Poissons osseux,Chirurgien à poitrine blanche,Acanthurus leucosternon,"atlantique,mediterranee"
Poissons osseux,Chirurgien zèbre,Acanthurus lineatus,atlantique
Poissons osseux,Chirurgien à épaulettes orange,Acanthurus olivaceus,atlantique
Poissons osseux,Chirurgien zébré,Acanthurus sohal,atlantique
Poissons osseux,Chirurgien bagnard,Acanthurus triostegus,mediterranee
Poissons osseux,Chirurgien à ailes jaunes,Acanthurus xanthopterus,mediterranee
Poissons osseux,Esturgeon européen,Acipenser sturio,"atlantique,mediterranee"
Poissons osseux,Acreichthys tomentosus,Acreichthys tomentosus,"atlantique,mediterranee"
Poissons osseux,Poisson-couteau strié,Aeoliscus strigatus,"atlantique,mediterranee"
Poissons osseux,Souris de Mer,Agonus cataphractus,atlantique
Poissons osseux,Blennie sphinx,Aidablennius sphynx,mediterranee
Poissons osseux,Spirlin,Alburnoides bipunctatus,mediterranee
Poissons osseux,Alose feinte méditerranéenne,Alosa agone,mediterranee
Poissons osseux,Grande alose,Alosa alosa,atlantique
Poissons osseux,Alose feinte atlantique,Alosa fallax,atlantique
Poissons osseux,Poisson-lime gribouillé,Aluterus scriptus,atlantique
Poissons osseux,Amblyeleotris randalli,Amblyeleotris randalli,atlantique
Poissons osseux,Lançon équille,Ammodytes tobianus,atlantique
Poissons osseux,Citrinellum,Amphilophus citrinellus,mediterranee
Poissons osseux,Poisson-clown mouffette,Amphiprion akallopisos,atlantique
Poissons osseux,Poisson-clown à joues épineuses,Amphiprion biaculeatus,mediterranee
Poissons osseux,Poisson-clown de Clark,Amphiprion clarkii,"atlantique,mediterranee"
Poissons osseux,Poisson-clown rouge à selle,Amphiprion ephippium,atlantique
Poissons osseux,Poisson-clown rouge,Amphiprion frenatus,"atlantique,mediterranee"
Poissons osseux,Poisson-clown bistré,Amphiprion melanopus,"atlantique,mediterranee"
Poissons osseux,Poisson-clown à trois bandes,Amphiprion ocellaris,"atlantique,mediterranee"
Poissons osseux,Poisson-clown du Pacifique,Amphiprion percula,"atlantique,mediterranee"
Poissons osseux,Poisson-clown javanais,Amphiprion sebae,atlantique
Poissons osseux,Poisson loup à ocelles,Anarrhichthys ocellatus,"atlantique,mediterranee"
Poissons osseux,Acara bleu,Andinoacara pulcher,mediterranee
Poissons osseux,Anguille d'Europe,Anguilla anguilla,"atlantique,mediterranee"
Poissons osseux,Anguille de Nouvelle-Zélande,Anguilla dieffenbachii,atlantique
Poissons osseux,Lippu rondeau,Anisotremus virginicus,"atlantique,mediterranee"
Poissons osseux,Anoplocapros lenticularis,Anoplocapros lenticularis,atlantique
Poissons osseux,Antennaire géant,Antennarius commerson,atlantique
Poissons osseux,Antennaire peint,Antennarius pictus,atlantique
Poissons osseux,Anthias,Anthias anthias,"atlantique,mediterranee"
Poissons osseux,Aphanius de Corse,Aphanius fasciatus,mediterranee
Poissons osseux,Gobie transparent,Aphia minuta,"atlantique,mediterranee"
Poissons osseux,Porte-écuelle à petite tête,Apletodon dentatus,"atlantique,mediterranee"
Poissons osseux,Porte-écuelle des oursins,Apletodon incognitus,mediterranee
